stock_code,sample_path,feature_set,n_features,train_days,test_days,embargo_days,window_id,train_start,train_end,test_start,test_end,model_family,model_name,params,train_fit_n,train_fit_spearman,train_fit_pearson,train_fit_rmse,train_fit_target_std,train_fit_rmse_norm,train_fit_r2,train_fit_pred_std,train_fit_pred_std_ratio,n,spearman,pearson,rmse,target_std,rmse_norm,r2,pred_std,pred_std_ratio
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,C_context,30,504,21,1,43,2023-09-05,2025-10-09,2025-10-13,2025-11-10,constant,constant_mean,{},504,,,237.20531439528074,237.20531439528074,1.0,0.0,0.0,0.0,21,,,459.6066358109717,448.3735194892832,1.0250530324236888,-0.050733719281000234,7.105427357601002e-15,1.584711640797697e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,C_context,30,504,21,1,44,2023-10-12,2025-11-07,2025-11-11,2025-12-09,constant,constant_mean,{},504,,,248.77496965735432,248.77496965735432,1.0,0.0,7.105427357601002e-15,2.856166505572298e-17,21,,,180.84187590771188,175.41520310359886,1.0309361600824762,-0.0628293661656012,3.552713678800501e-15,2.025316857343486e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,C_context,30,504,21,1,45,2023-11-10,2025-12-08,2025-12-10,2026-01-09,constant,constant_mean,{},504,,,250.6535463638927,250.6535463638927,1.0,0.0,0.0,0.0,21,,,167.4049902470312,163.39469072419828,1.0245436342212741,-0.049689658423335725,0.0,0.0
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,C_context,30,504,21,1,46,2023-12-11,2026-01-08,2026-01-12,2026-02-09,constant,constant_mean,{},504,,,249.35226336415315,249.35226336415315,1.0,0.0,3.552713678800501e-15,1.4247769925441306e-17,21,,,400.6653693647047,396.282709703014,1.0110594269050375,-0.022241164733542762,7.105427357601002e-15,1.7930197769481336e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,C_context,30,504,21,1,47,2024-01-10,2026-02-06,2026-02-10,2026-03-18,constant,constant_mean,{},504,,,259.70955352926774,259.70955352926774,1.0,0.0,3.552713678800501e-15,1.3679564846659101e-17,21,,,452.02355278692266,447.7500116713567,1.009544480187982,-0.019180057478022983,0.0,0.0
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,C_context,30,504,21,1,48,2024-02-08,2026-03-17,2026-03-19,2026-04-17,constant,constant_mean,{},504,,,266.8263024049218,266.8263024049218,1.0,0.0,3.552713678800501e-15,1.3314705659748213e-17,21,,,266.75787683890695,265.1225600661948,1.0061681539749159,-0.012374354073290128,3.552713678800501e-15,1.3400269211014983e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,1,2020-01-02,2022-02-17,2022-02-21,2022-03-21,constant,constant_mean,{},504,,,309.8756225795232,309.8756225795232,1.0,0.0,0.0,0.0,21,,,262.80295263130495,242.05849214525531,1.0857001970978206,-0.17874491797824654,0.0,0.0
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,2,2020-02-10,2022-03-18,2022-03-22,2022-04-21,constant,constant_mean,{},504,,,308.3969225337928,308.3969225337928,1.0,0.0,0.0,0.0,21,,,248.92902087336796,233.21463042275877,1.0673816665023246,-0.13930362198527946,0.0,0.0
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,3,2020-03-10,2022-04-20,2022-04-22,2022-05-25,constant,constant_mean,{},504,,,307.8875862558417,307.8875862558417,1.0,0.0,0.0,0.0,21,,,362.81984741231463,360.55375140409456,1.0062850434904513,-0.012609588752579448,0.0,0.0
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,4,2020-04-09,2022-05-24,2022-05-26,2022-06-24,constant,constant_mean,{},504,,,303.1779344807548,303.1779344807548,1.0,0.0,5.329070518200751e-15,1.7577369300730003e-17,21,,,360.9332128392463,332.2661317205782,1.0862774697204949,-0.17999874122236048,3.552713678800501e-15,1.0692373792066726e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,5,2020-05-13,2022-06-23,2022-06-27,2022-07-25,constant,constant_mean,{},504,,,305.3208249344658,305.3208249344658,1.0,0.0,0.0,0.0,21,,,272.6413019764504,271.41076868525516,1.004533841074752,-0.009088237864394832,0.0,0.0
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,6,2020-06-11,2022-07-22,2022-07-26,2022-08-23,constant,constant_mean,{},504,,,307.28567084073643,307.28567084073643,1.0,0.0,1.7763568394002505e-15,5.780799457846901e-18,21,,,384.3047739380648,375.53072318099214,1.0233644019396086,-0.047274699157213274,5.329070518200751e-15,1.4190771058783206e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,7,2020-07-28,2022-08-22,2022-08-24,2022-09-22,constant,constant_mean,{},504,,,310.78539777399084,310.78539777399084,1.0,0.0,7.105427357601002e-15,2.2862809541548043e-17,21,,,391.8826534644458,363.1361482636467,1.079161783640246,-0.16459015526959675,3.552713678800501e-15,9.78342061452151e-18
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,8,2020-08-26,2022-09-21,2022-09-23,2022-10-28,constant,constant_mean,{},504,,,307.58014812969014,307.58014812969014,1.0,0.0,1.7763568394002505e-15,5.7752649194097386e-18,21,,,234.19361030901786,233.47259682991614,1.0030882145866007,-0.006185966242534313,1.7763568394002505e-15,7.608416848570539e-18
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,9,2020-09-24,2022-10-27,2022-10-31,2022-11-28,constant,constant_mean,{},504,,,308.6759137949271,308.6759137949271,1.0,0.0,3.552713678800501e-15,1.150952672374947e-17,21,,,188.5985126927019,188.0901598523494,1.0027027083221767,-0.005412721276628396,1.7763568394002505e-15,9.444177413612115e-18
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,10,2020-11-02,2022-11-25,2022-11-29,2022-12-27,constant,constant_mean,{},504,,,308.0008808838108,308.0008808838108,1.0,0.0,0.0,0.0,21,,,156.9236713753165,150.85215347677558,1.040248135400173,-0.08211618320353642,5.329070518200751e-15,3.5326446427038825e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,11,2020-12-01,2022-12-26,2022-12-28,2023-02-02,constant,constant_mean,{},504,,,308.72573167388964,308.72573167388964,1.0,0.0,5.329070518200751e-15,1.7261504213811068e-17,21,,,173.2099931520979,170.30280629458474,1.0170706926137458,-0.03443279377380448,1.7763568394002505e-15,1.0430578791094969e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,12,2020-12-30,2023-02-01,2023-02-03,2023-03-03,constant,constant_mean,{},504,,,308.5575111532029,308.5575111532029,1.0,0.0,7.105427357601002e-15,2.302788653902858e-17,21,,,201.248564405775,200.14379733430545,1.0055198666468002,-0.011070202221398873,3.552713678800501e-15,1.7750805801222558e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,13,2021-01-29,2023-03-02,2023-03-06,2023-04-03,constant,constant_mean,{},504,,,308.35917949945195,308.35917949945195,1.0,0.0,3.552713678800501e-15,1.1521348852229694e-17,21,,,159.1773886168589,157.30352143962926,1.0119124299321476,-0.02396676585118307,0.0,0.0
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,14,2021-03-08,2023-03-31,2023-04-04,2023-05-08,constant,constant_mean,{},504,,,306.4523033231701,306.4523033231701,1.0,0.0,3.552713678800501e-15,1.1593039570187133e-17,21,,,308.401431106402,306.8953841006637,1.0049073628466316,-0.00983880790337155,7.105427357601002e-15,2.315260419580105e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,15,2021-04-07,2023-05-05,2023-05-09,2023-06-06,constant,constant_mean,{},504,,,309.98594377765176,309.98594377765176,1.0,0.0,3.552713678800501e-15,1.1460886372798919e-17,21,,,181.3396947283624,181.33890839612332,1.0000043362577067,-8.672534216547234e-06,0.0,0.0
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,16,2021-05-11,2023-06-05,2023-06-07,2023-07-07,constant,constant_mean,{},504,,,310.5360936431246,310.5360936431246,1.0,0.0,1.0658141036401503e-14,3.43217463431162e-17,21,,,166.53030690359523,161.60417326079175,1.0304827130599767,-0.061894621915450365,7.105427357601002e-15,4.396809323812749e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,17,2021-06-09,2023-07-06,2023-07-10,2023-08-07,constant,constant_mean,{},504,,,311.5703554382692,311.5703554382692,1.0,0.0,7.105427357601002e-15,2.2805209910314417e-17,21,,,191.0312367615434,187.41028602460062,1.0193209818615157,-0.0390152640631245,0.0,0.0
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,18,2021-07-09,2023-08-04,2023-08-08,2023-09-05,constant,constant_mean,{},504,,,312.5150519875914,312.5150519875914,1.0,0.0,0.0,0.0,21,,,205.39620424049193,203.5548223105209,1.0090461228531447,-0.018174078044963737,3.552713678800501e-15,1.74533505935854e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,19,2021-08-09,2023-09-04,2023-09-06,2023-10-12,constant,constant_mean,{},504,,,313.24256636450747,313.24256636450747,1.0,0.0,1.0658141036401503e-14,3.4025200214963965e-17,21,,,261.8935123783562,260.911246738095,1.0037647500923839,-0.007543673528025652,3.552713678800501e-15,1.3616560126159477e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,20,2021-09-07,2023-10-11,2023-10-13,2023-11-10,constant,constant_mean,{},504,,,299.9812664007568,299.9812664007568,1.0,0.0,0.0,0.0,21,,,140.91834289891676,136.28054534277274,1.0340312518157235,-0.06922062973159204,3.552713678800501e-15,2.606911844874643e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,21,2021-10-15,2023-11-09,2023-11-13,2023-12-11,constant,constant_mean,{},504,,,283.3165825716958,283.3165825716958,1.0,0.0,3.552713678800501e-15,1.2539730807678562e-17,21,,,200.4969861055875,200.4114908822393,1.0004265984099607,-0.0008533788061246828,7.105427357601002e-15,3.5454191405502356e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,22,2021-11-15,2023-12-08,2023-12-12,2024-01-10,constant,constant_mean,{},504,,,267.7292854076495,267.7292854076495,1.0,0.0,5.329070518200751e-15,1.990469779981899e-17,21,,,184.13762702541962,180.849148044348,1.018183546987267,-0.036697735355572414,1.7763568394002505e-15,9.822312455487214e-18
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,23,2021-12-14,2024-01-09,2024-01-11,2024-02-08,constant,constant_mean,{},504,,,251.66277007943083,251.66277007943083,1.0,0.0,3.552713678800501e-15,1.4116961669297287e-17,21,,,317.98231015584474,315.23240208006376,1.0087234308961759,-0.01752296003895215,1.7763568394002505e-15,5.6350705945167576e-18
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,24,2022-01-13,2024-02-07,2024-02-19,2024-03-18,constant,constant_mean,{},504,,,254.4388591406173,254.4388591406173,1.0,0.0,0.0,0.0,21,,,268.37220053867463,263.6661094779031,1.0178486763812395,-0.03601592801104103,0.0,0.0
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,25,2022-02-18,2024-03-15,2024-03-19,2024-04-18,constant,constant_mean,{},504,,,253.55888325776394,253.55888325776394,1.0,0.0,0.0,0.0,21,,,266.8621342628246,265.1781298973651,1.0063504647465131,-0.012741257895522828,0.0,0.0
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,26,2022-03-21,2024-04-17,2024-04-19,2024-05-22,constant,constant_mean,{},504,,,252.54936502684313,252.54936502684313,1.0,0.0,1.0658141036401503e-14,4.220220880487529e-17,21,,,214.4448108335158,214.28927083371423,1.000725841285457,-0.0014522094164854948,3.552713678800501e-15,1.657905533477391e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,27,2022-04-21,2024-05-21,2024-05-23,2024-06-21,constant,constant_mean,{},504,,,252.2886879832837,252.2886879832837,1.0,0.0,3.552713678800501e-15,1.4081938065474813e-17,21,,,236.50486473907745,236.49690132700903,1.0000336723738186,-6.734588146573017e-05,3.552713678800501e-15,1.5022241978080262e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,28,2022-05-25,2024-06-20,2024-06-24,2024-07-22,constant,constant_mean,{},504,,,246.05847347587672,246.05847347587672,1.0,0.0,7.105427357601002e-15,2.8876987072333476e-17,21,,,268.75049367441596,237.63687483232007,1.1309292544099063,-0.2790009784801466,7.105427357601002e-15,2.990035684745767e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,29,2022-06-24,2024-07-19,2024-07-23,2024-08-20,constant,constant_mean,{},504,,,241.43947482355227,241.43947482355227,1.0,0.0,3.552713678800501e-15,1.471471755559806e-17,21,,,178.6151583177736,178.43483604823453,1.0010105777186373,-0.0020221767046002537,3.552713678800501e-15,1.991042644744623e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,30,2022-07-25,2024-08-19,2024-08-21,2024-09-20,constant,constant_mean,{},504,,,237.8450996912849,237.8450996912849,1.0,0.0,0.0,0.0,21,,,290.8442598872386,267.8533017899986,1.0858341410899062,-0.17903578195645453,3.552713678800501e-15,1.3263654601450037e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,31,2022-08-23,2024-09-19,2024-09-23,2024-10-28,constant,constant_mean,{},504,,,232.1550166144112,232.1550166144112,1.0,0.0,3.552713678800501e-15,1.5303195815497892e-17,21,,,371.70777086215423,367.9628299222579,1.010177497930124,-0.020458577324365512,1.7763568394002505e-15,4.827544238029569e-18
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,32,2022-09-22,2024-10-25,2024-10-29,2024-11-26,constant,constant_mean,{},504,,,230.5678906565187,230.5678906565187,1.0,0.0,7.105427357601002e-15,3.0817072305120274e-17,21,,,325.71627120166767,324.81752399181175,1.0027669295634387,-0.005541515026086241,3.552713678800501e-15,1.0937567761553593e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,33,2022-10-28,2024-11-25,2024-11-27,2024-12-25,constant,constant_mean,{},504,,,235.07242958217955,235.07242958217955,1.0,0.0,0.0,0.0,21,,,183.32248203268364,179.55481953871453,1.020983354853122,-0.04240701088713594,3.552713678800501e-15,1.978623401993666e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,34,2022-11-28,2024-12-24,2024-12-26,2025-01-24,constant,constant_mean,{},504,,,235.12044402010818,235.12044402010818,1.0,0.0,3.552713678800501e-15,1.5110186158446786e-17,21,,,225.54133685306425,224.22697749361546,1.0058617360593294,-0.011757832068288288,3.552713678800501e-15,1.584427404102907e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,35,2022-12-27,2025-01-23,2025-01-27,2025-03-04,constant,constant_mean,{},504,,,237.22124018038147,237.22124018038147,1.0,0.0,3.552713678800501e-15,1.497637258830213e-17,21,,,185.20855304730924,179.87324703640687,1.0296614760605423,-0.060202755283174314,0.0,0.0
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,36,2023-02-02,2025-03-03,2025-03-05,2025-04-02,constant,constant_mean,{},504,,,237.77235865799148,237.77235865799148,1.0,0.0,0.0,0.0,21,,,140.5231311855897,123.86840894621609,1.1344549621736493,-0.2869880612004161,3.552713678800501e-15,2.868135393862285e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,37,2023-03-03,2025-04-01,2025-04-03,2025-05-07,constant,constant_mean,{},504,,,235.7386905107482,235.7386905107482,1.0,0.0,1.7763568394002505e-15,7.535279149772234e-18,21,,,314.6093051430596,314.3065390053786,1.000963282974128,-0.0019274938623441429,5.329070518200751e-15,1.6955010020041474e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,38,2023-04-03,2025-05-06,2025-05-08,2025-06-06,constant,constant_mean,{},504,,,242.3307364688787,242.3307364688787,1.0,0.0,0.0,0.0,21,,,94.89679571899892,92.54313197387943,1.025433154194347,-0.05151315372096765,0.0,0.0
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,39,2023-05-08,2025-06-05,2025-06-09,2025-07-07,constant,constant_mean,{},504,,,235.33703066258664,235.33703066258664,1.0,0.0,0.0,0.0,21,,,169.22635750298483,167.48645361108936,1.0103883260668687,-0.020884569452208623,1.7763568394002505e-15,1.0605973206197477e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,40,2023-06-06,2025-07-04,2025-07-08,2025-08-05,constant,constant_mean,{},504,,,234.51091071926047,234.51091071926047,1.0,0.0,3.552713678800501e-15,1.5149460073751338e-17,21,,,182.59062590278938,177.59916044120442,1.028105231180062,-0.05700036637980843,1.7763568394002505e-15,1.0002056513033614e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,41,2023-07-07,2025-08-04,2025-08-06,2025-09-03,constant,constant_mean,{},504,,,234.91076679071432,234.91076679071432,1.0,0.0,5.329070518200751e-15,2.268550986830035e-17,21,,,252.9720181873522,252.96618691051918,1.000023051605846,-4.6103743068348635e-05,1.7763568394002505e-15,7.02211177349404e-18
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,42,2023-08-07,2025-09-02,2025-09-04,2025-10-10,constant,constant_mean,{},504,,,237.2424442836484,237.2424442836484,1.0,0.0,0.0,0.0,21,,,202.4210535220988,190.5140623121738,1.0624992772996167,-0.12890471426220773,1.7763568394002505e-15,9.324019538723268e-18
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,43,2023-09-05,2025-10-09,2025-10-13,2025-11-10,constant,constant_mean,{},504,,,237.20531439528074,237.20531439528074,1.0,0.0,0.0,0.0,21,,,459.6066358109717,448.3735194892832,1.0250530324236888,-0.050733719281000234,7.105427357601002e-15,1.584711640797697e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,44,2023-10-12,2025-11-07,2025-11-11,2025-12-09,constant,constant_mean,{},504,,,248.77496965735432,248.77496965735432,1.0,0.0,7.105427357601002e-15,2.856166505572298e-17,21,,,180.84187590771188,175.41520310359886,1.0309361600824762,-0.0628293661656012,3.552713678800501e-15,2.025316857343486e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,45,2023-11-10,2025-12-08,2025-12-10,2026-01-09,constant,constant_mean,{},504,,,250.6535463638927,250.6535463638927,1.0,0.0,0.0,0.0,21,,,167.4049902470312,163.39469072419828,1.0245436342212741,-0.049689658423335725,0.0,0.0
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,46,2023-12-11,2026-01-08,2026-01-12,2026-02-09,constant,constant_mean,{},504,,,249.35226336415315,249.35226336415315,1.0,0.0,3.552713678800501e-15,1.4247769925441306e-17,21,,,400.6653693647047,396.282709703014,1.0110594269050375,-0.022241164733542762,7.105427357601002e-15,1.7930197769481336e-17
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,47,2024-01-10,2026-02-06,2026-02-10,2026-03-18,constant,constant_mean,{},504,,,259.70955352926774,259.70955352926774,1.0,0.0,3.552713678800501e-15,1.3679564846659101e-17,21,,,452.02355278692266,447.7500116713567,1.009544480187982,-0.019180057478022983,0.0,0.0
002270,saved_data/002270_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,ABC_full,71,504,21,1,48,2024-02-08,2026-03-17,2026-03-19,2026-04-17,constant,constant_mean,{},504,,,266.8263024049218,266.8263024049218,1.0,0.0,3.552713678800501e-15,1.3314705659748213e-17,21,,,266.75787683890695,265.1225600661948,1.0061681539749159,-0.012374354073290128,3.552713678800501e-15,1.3400269211014983e-17
